,smlmitzrach,protein,total_fat,carbohydrates,lable
1251,51201069,6.599999905,1.399999976,50.90000153,-1
1252,51201219,9.0,1.799999952,33.5,-1
1253,51201239,11.7,5.4,33.7,-1
1254,51201279,8.8999996,1.4,53.4,-1
1255,51201309,9.699999809,4.400000095,43.40000153,-1
1256,51201319,12.5,6.0,28.0,-1
1257,51208009,8.699999809,6.0,35.0,-1
1258,51220009,15.89999962,2.200000048,24.79999924,-1
1259,51220019,11.1,4.016586781,37.3,-1
1260,51231019,14.30000019,3.200000048,20.70000076,-1
1261,51231029,18.1,2.9,24.2,-1
1262,51231038,8.338989258,3.122979641,38.85325623,-1
1263,51231039,18.10000038,2.900000095,24.20000076,-1
1264,51231069,11.5,3.099999905,25.29999924,-1
1265,51231078,7.778657436,3.567609072,37.57568359,-1
1266,51231088,7.797954559,2.830187559,40.99606323,-1
1267,51300119,8.600000381,2.200000048,54.90000153,-1
1268,51300619,13.89999962,1.799999952,31.0,-1
1269,51300629,7.8,2.0,44.8,-1
1270,51320038,10.02659321,7.840216637,50.12113953,-1
1271,51401000,9.399999619,1.799999952,62.90000153,-1
1272,51401019,9.6000004,1.5,36.4,-1
1273,51401029,5.699999809,1.899999976,35.5,-1
1274,51401669,13.30000019,1.200000048,29.39999962,-1
1275,51404019,10.4,3.3,34.3,-1
1276,51411000,10.30000019,1.799999952,71.19999695,-1
1277,51412008,2.076846361,7.805389404,14.21157551,-1
1278,51421609,15.39999962,1.600000024,31.5,-1
1279,51805010,9.93999958,8.359999657,45.00999832,-1
1280,51805019,6.300000191,1.799999952,44.59999847,-1
1281,51807008,6.021950245,0.717013836,37.13455582,-1
1282,51807018,5.226568222,2.894490957,30.65364647,-1
1283,51807028,13.75540543,13.48293972,64.46369171,-1
1284,51807058,6.613230705,1.193364978,32.56792068,-1
1285,52206068,4.99142313,18.9551754,32.41213608,-1
1286,52215100,5.699999809,2.849999905,38.34000015,-1
1287,52215260,9.760000229,9.760000229,36.09000015,-1
1288,52215300,6.480000019,21.29999924,57.02999878,-1
1289,52308018,7.933716297,18.88891411,22.35775757,-1
1290,52308028,8.181238174,16.01333046,23.78508949,-1
1291,52308038,6.647143364,19.70896149,15.41273212,-1
1292,52308068,12.19424057,5.617495537,36.1606102,-1
1293,52308078,10.22873592,21.47116089,30.43421745,-1
1294,52401009,8.8999996,1.5,47.0,-1
1295,52401609,9.399999619,1.399999976,25.0,-1
1296,52401619,10.0,1.899999976,27.0,-1
1297,52401629,11.0,2.200000048,38.5,-1
1298,52401649,11.19999981,0.600000024,34.20000076,-1
1299,52410029,8.899999619,1.5,47.0,-1
1300,52420008,5.65932703,2.691029549,33.48165131,-1
1301,52420058,8.174329758,7.036398411,52.80665207,-1
1302,52420078,8.225643158,9.294198036,52.85796356,-1
1303,52421008,10.10027313,7.546470642,35.13920212,-1
1304,52421018,10.15688896,7.913224697,27.49220276,-1
1305,53100129,7.0,15.69999981,54.40000153,-1
1306,53100158,8.813439369,15.06393242,43.05860138,-1
1307,53100168,8.961992264,14.48183918,46.82432938,-1
1308,53100189,6.5,15.5,54.0,-1
1309,53100208,7.682425499,17.88946724,56.44374084,-1
1310,53100218,10.36259365,18.12083244,48.662323,-1
1311,53100238,6.652938843,16.43865967,61.94106674,-1
1312,53100259,5.0,22.5,47.0,-1
1313,53100269,7.5,23.0,53.0,-1
1314,53102109,4.9,16.9,52.1,-1
1315,53102918,8.023040771,13.8876152,31.23966599,-1
1316,53104108,4.570837975,16.98789597,48.68943405,-1
1317,53104418,6.963224888,20.72599411,49.85350418,-1
1318,53104518,4.671675682,14.08925343,40.29462814,-1
1319,53104548,7.918050289,13.31371307,27.15373802,-1
1320,53104568,3.147058725,17.94117737,30.22058868,-1
1321,53104588,7.671116352,10.1565361,33.89782333,-1
1322,53104618,13.66253567,4.751978397,18.67523003,-1
1323,53105169,4.800000191,21.0,53.70000076,-1
1324,53105179,3.0,20.10000038,54.77500153,-1
1325,53106050,3.319999933,18.18000031,49.70000076,-1
1326,53106398,8.215206146,26.4807682,28.08380318,-1
1327,53107139,5.300000191,22.70000076,46.29999924,-1
1328,53113029,5.0,18.0,58.5,-1
1329,53114009,4.300000191,20.39999962,52.79999924,-1
1330,53114039,4.0,21.0,47.0,-1
1331,53114078,7.924723625,25.30680656,41.23944092,-1
1332,53114119,5.800000191,17.39999962,53.0,-1
1333,53114129,4.5,8.0,47.0,-1
1334,53114139,3.799999952,12.80000019,40.59999847,-1
1335,53114159,9.0,12.0,29.75,-1
1336,53114169,6.0,19.0,37.75,-1
1337,53114209,5.599999905,4.300000191,42.5,-1
1338,53114229,6.0,21.29999924,67.0,-1
1339,53114269,7.849999905,21.10000038,56.5,-1
1340,53114279,10.69999981,17.79999924,57.29999924,-1
1341,53114289,6.0,21.0,70.0,-1
1342,53114299,5.400000095,11.0,48.0,-1
1343,53114319,5.0,23.5,51.5,-1
1344,53115348,10.50707054,20.22568893,41.19998932,-1
1345,53115378,5.079178333,12.00433826,38.42379379,-1
1346,53116008,5.844938278,19.58447456,42.90348816,-1
1347,53116028,6.496016502,25.56842995,45.58050537,-1
1348,53116038,6.192420483,13.25967693,49.2820549,-1
1349,53116088,6.763072968,13.10694504,57.19976044,-1
1350,53116278,6.203149796,15.38551617,44.3944397,-1
1351,53116298,7.821522713,15.09358501,54.5636673,-1
1352,53116378,7.900005817,20.28842926,57.37588501,-1
1353,53118108,9.02866745,12.93737411,51.87950134,-1
1354,53118308,9.035230637,8.264601707,48.65517426,-1
1355,53118348,3.811693192,13.97685432,36.91488266,-1
1356,53118408,11.16323376,9.852532387,53.25849152,-1
1357,53118438,10.65709877,14.47102165,54.32164001,-1
1358,53118518,3.698771238,4.838684082,36.62861633,-1
1359,53118538,3.08496809,10.51274776,40.831707,-1
1360,53118558,2.440317154,6.363986492,44.28981018,-1
1361,53118568,2.652648211,0.967627883,23.48671532,-1
1362,53120508,7.139123917,20.11017036,57.88351059,-1
1363,53120528,4.863461018,16.47815704,42.75146103,-1
1364,53125009,4.800000191,17.0,56.0,-1
1365,53200108,6.087857246,18.8721962,49.68497086,-1
1366,53202108,11.17273426,16.27859497,51.79141235,-1
1367,53202118,6.830087185,16.38244247,57.53174973,-1
1368,53203109,6.7,14.0,76.0,-1
1369,53203129,8.0,17.0,66.0,-1
1370,53203139,8.0,18.0,67.80000305,-1
1371,53204018,6.811521053,23.86772919,45.49629974,-1
1372,53206008,4.681185722,17.10108566,63.68164063,-1
1373,53206009,5.699999809,27.39999962,63.70000076,-1
1374,53206019,5.5,22.10000038,61.40000153,-1
1375,53209229,8.0,31.0,59.0,-1
1376,53209539,6.5,29.5,58.99046707,-1
1377,53210019,4.0,31.5,63.0,-1
1378,53210029,8.0,29.0,59.0,-1
1379,53210039,7.0,30.0,58.0,-1
1380,53210049,7.0,28.0,58.0,-1
1381,53211039,10.0,25.0,58.0,-1
1382,53215509,8.0,18.0,65.0,-1
1383,53216009,6.699999809,17.29999924,72.0,-1
1384,53216079,8.5,19.10000038,65.80000305,-1
1385,53216089,5.599999905,27.0,62.0,-1
1386,53216099,5.210000038,19.13999939,68.09999847,-1
1387,53220009,4.099999905,14.5,69.0,-1
1388,53224009,8.5,3.799999952,76.5,-1
1389,53224049,6.300000191,0.699999988,89.0,-1
1390,53224059,13.19999981,0.5,77.0,-1
1391,53224069,7.0,0.699999988,87.0,-1
1392,53224079,10.39999962,9.800000191,72.09999847,-1
1393,53225008,4.917307377,18.41443634,49.81544495,-1
1394,53231009,5.699999809,5.599999905,74.0,-1
1395,53231019,6.849999905,27.04999924,45.90000153,-1
1396,53231039,7.900000095,13.25,69.40000153,-1
1397,53231059,7.0,12.0,64.0,-1
1398,53231069,5.699999809,26.70000076,56.0,-1
1399,53231099,5.0,20.0,72.0,-1
1400,53231409,8.0,13.89999962,35.70000076,-1
1401,53231428,4.993710518,21.09880257,67.80239868,-1
1402,53231429,4.900000095,24.0,67.0,-1
1403,53231449,7.300000191,26.0,58.5,-1
1404,53231459,9.0,28.39999962,56.5,-1
1405,53231599,7.5,11.60000038,77.09999847,-1
1406,53233018,6.763819218,12.38935089,61.33090591,-1
1407,53233029,7.0,15.0,58.0,-1
1408,53237508,4.184673309,13.66733646,59.57144165,-1
1409,53239009,9.0,17.0,53.40000153,-1
1410,53239019,9.0,23.0,41.0,-1
1411,53239049,7.0,32.0,54.0,-1
1412,53239059,4.0,29.0,63.0,-1
1413,53239079,6.5,27.0,62.29999924,-1
1414,53239089,6.599999905,17.5,73.0,-1
1415,53239099,5.0,20.0,67.0,-1
1416,53239109,7.599999905,20.0,66.0,-1
1417,53239139,8.0,21.0,63.0,-1
1418,53239149,8.399999619,26.10000038,49.125,-1
1419,53239159,7.400000095,23.20000076,56.20000076,-1
1420,53239209,8.699999809,20.79999924,52.79999924,-1
1421,53239229,6.699999809,21.79999924,56.90000153,-1
1422,53239269,4.599999905,12.0,49.0,-1
1423,53241519,7.400000095,21.54999924,45.90000153,-1
1424,53241538,9.288070679,21.24971581,51.67334747,-1
1425,53241539,6.800000191,23.29999924,67.0,-1
1426,53241548,4.777202129,15.84205055,59.48276138,-1
1427,53241549,8.0,17.0,66.0,-1
1428,53241558,8.385189056,25.52270699,47.22453308,-1
1429,53241559,6.0,22.0,66.0,-1
1430,53241599,5.150000095,29.5,47.0,-1
1431,53242019,5.900000095,27.20000076,61.0,-1
1432,53242029,4.0,21.0,75.0,-1
1433,53242039,6.0,23.0,65.0,-1
1434,53242069,4.596806526,24.0,70.0,-1
1435,53243039,4.0,27.0,65.0,-1
1436,53243049,7.0,26.0,57.0,-1
1437,53243059,5.5,30.10000038,61.09999847,-1
1438,53243069,9.0,22.0,66.0,-1
1439,53243079,6.300000191,26.0,64.19999695,-1
1440,53243099,5.0,32.0,48.0,-1
1441,53246019,4.900000095,13.89999962,77.69999695,-1
1442,53246079,3.099999905,25.70000076,65.0,-1
1443,53246089,5.0,28.0,61.0,-1
1444,53247019,9.699999809,3.299999952,82.5,-1
1445,53247028,8.640134811,16.97130585,50.58283997,-1
1446,53247038,8.716287613,20.3220005,50.65898895,-1
1447,53247039,5.0,25.0,60.33333206,-1
1448,53260009,6.0,27.0,22.0,-1
1449,53260029,5.400000095,30.20000076,62.20000076,-1
1450,53270108,6.338059425,22.77672768,53.45117188,-1
1451,53301008,2.147245884,8.74420929,29.09185028,-1
1452,53301078,2.464277983,12.88529301,28.34889603,-1
1453,53301089,2.299999952,16.29999924,33.70000076,-1
1454,53305088,4.367614746,23.76972961,38.84498215,-1
1455,53381008,5.655431271,17.18087578,41.8304863,-1
1456,53385008,5.345674992,25.58748627,43.60583115,-1
1457,53420008,7.622222424,13.89905834,14.18794727,-1
1458,53440008,2.908337831,3.117460251,36.19879532,-1
1459,53440009,2.0,4.0,31.5,-1
1460,53441118,8.667655945,21.98609543,48.34008408,-1
1461,53441128,6.35529995,15.57860851,38.87985229,-1
1462,53441238,9.229756355,4.778028965,32.59035873,-1
1463,53441248,4.398869038,3.399324894,12.17005825,-1
1464,53441258,8.514666557,15.42601395,62.96044922,-1
1465,53441268,1.382079244,0.659430504,7.93823576,-1
1466,53451708,9.88974762,3.998422146,49.19775391,-1
1467,53451738,7.320245743,2.419659615,29.42498779,-1
1468,53452109,4.599999905,18.20000076,52.0,-1
1469,53452118,6.183722019,18.8855381,56.82032394,-1
1470,53452119,5.5,20.29999924,51.59999847,-1
1471,53452128,5.331691742,25.20040131,60.57007599,-1
1472,53452138,6.517002106,15.19543076,49.22643661,-1
1473,53452158,5.315354824,10.59985638,55.50640488,-1
1474,53452188,6.751872063,22.25820732,41.33730316,-1
1475,53452408,4.23597908,23.35822105,43.39678192,-1
1476,53452438,6.620951653,27.95215607,33.01604462,-1
1477,53452458,3.694974899,24.25512695,23.63061333,-1
1478,53452468,4.647193909,25.36035347,37.3451767,-1
1479,53510019,6.0,23.0,51.0,-1
1480,53510029,6.300000191,20.0,52.0,-1
1481,53511009,7.300000191,16.70000076,47.40000153,-1
1482,53511538,9.122796059,17.50624084,56.40727234,-1
1483,53520009,8.100000381,16.29999924,48.0,-1
1484,53542119,6.199999809,22.79999924,64.59999847,-1
1485,53542129,7.400000095,19.60000038,65.69999695,-1
1486,53542139,6.599999905,19.0,67.59999847,-1
1487,53542149,7.4,22.3,62.5,-1
1488,53542159,8.0,18.0,63.0,-1
1489,53542169,6.824999809,9.300000191,74.75,-1
1490,53542199,5.400000095,1.5,91.65499878,-1
1491,53542219,6.400000095,10.69999981,66.59999847,-1
1492,53542239,6.966666698,16.70000076,63.20000076,-1
1493,53542249,5.800000191,19.5,61.09999847,-1
1494,53542259,6.699999809,17.0,63.29999924,-1
1495,53542309,4.0,10.0,69.80000305,-1
1496,53542339,6.099999905,14.39999962,72.0,-1
1497,53542349,5.025000095,9.949999809,75.67500305,-1
1498,53542359,6.699999809,9.100000381,71.69999695,-1
1499,53542369,8.508747101,17.29999924,32.09999847,-1
1500,53542389,6.0,19.0,72.0,-1
1501,53542409,6.5,6.8,72.300003,-1
1502,53542429,40.0,10.0,28.0,-1
1503,53543100,11.0,21.39999962,59.40000153,-1
1504,53544200,5.199999809,32.20000076,49.0,-1
1505,53544210,5.199999809,32.20000076,49.0,-1
1506,53544400,6.75,16.92000008,61.75999832,-1
1507,53544450,14.14999962,3.109999895,63.93000031,-1
1508,54102049,10.0,15.0,65.0,-1
1509,54102059,12.0,1.0,76.0,-1
1510,54102079,10.0,1.5,81.0,-1
1511,54204029,11.89999962,6.400000095,63.79999924,-1
1512,54204039,11.19999981,13.89999962,67.5,-1
1513,54204059,9.899999619,11.89999962,64.09999847,-1
1514,54204109,12.69999981,2.400000095,79.30000305,-1
1515,54204129,14.0,2.200000048,70.09999847,-1
1516,54204139,13.0,2.0,69.0,-1
1517,54204159,9.0,20.0,56.0,-1
1518,54204179,14.0,26.0,54.0,-1
1519,54205029,7.199999809,21.29999924,65.30000305,-1
1520,54205049,8.899999619,25.0,61.59999847,-1
1521,54205069,8.699999809,24.60000038,60.5,-1
1522,54205129,10.7,4.0,79.1,-1
1523,54205139,10.0,6.0,66.0,-1
1524,54205149,10.5,3.700000048,67.09999847,-1
1525,54205159,10.80000019,5.400000095,56.20000076,-1
1526,54205169,8.5,4.199999809,72.65000153,-1
1527,54205208,7.713560581,23.87992859,57.41338348,-1
1528,54205218,10.60084724,19.03551674,31.94395447,-1
1529,54205229,7.0,18.0,54.0,-1
1530,54301009,10.0,17.29999924,64.19999695,-1
1531,54301019,10.30000019,6.900000095,77.30000305,-1
1532,54307009,10.80000019,0.400000006,76.90000153,-1
1533,54307019,13.0,3.0,48.0,-1
1534,54307029,10.69999981,1.100000024,64.59999847,-1
1535,54307039,11.5,1.0,78.5,-1
1536,54307049,14.0,2.0,77.0,-1
1537,54307059,13.5,2.0,60.0,-1
1538,54307109,11.0,2.0,78.0,-1
1539,54307129,8.0,30.0,58.29999924,-1
1540,54307139,10.0,18.0,67.0,-1
1541,54307148,5.845100403,13.09124565,23.13344383,-1
1542,54319039,8.300000191,2.799999952,80.0,-1
1543,54319049,5.0,18.0,68.0,-1
1544,54319059,7.5,2.700000048,78.0,-1
1545,54319079,7.599999905,3.200000048,76.0,-1
1546,54319099,7.5,1.100000024,75.0,-1
1547,54319119,10.80000019,5.699999809,64.40000153,-1
1548,54319129,11.0,2.400000095,60.0,-1
1549,54319139,10.19999981,3.400000095,70.90000153,-1
1550,54319149,10.69999981,3.400000095,69.90000153,-1
1551,54319219,6.599999905,2.170000076,80.0,-1
1552,54319239,8.100000381,2.799999952,78.0,-1
1553,54322009,9.0,2.0,85.5,-1
1554,54322019,8.199999809,3.900000095,83.90000153,-1
1555,54322029,8.899999619,3.799999952,82.09999847,-1
1556,54325059,11.89999962,6.400000095,63.79999924,-1
1557,54325069,11.39999962,8.100000381,58.0,-1
1558,54325819,10.0,10.0,62.29999924,-1
1559,54336009,10.0,13.69999981,71.0,-1
1560,54336019,10.30000019,13.80000019,70.40000153,-1
1561,54401019,6.800000191,25.0,60.5,-1
1562,54401039,4.514563084,30.0,62.5,-1
1563,54401059,17.5,34.0,39.5,-1
1564,54401069,8.800000191,32.0,56.0,-1
1565,54401079,3.400000095,11.30000019,80.5,-1
1566,54401089,10.0,31.0,45.5,-1
1567,54402309,10.0,20.0,65.0,-1
1568,54402319,8.5,24.0,67.0,-1
1569,54402349,12.0,15.0,70.0,-1
1570,54403000,7.289999962,43.54999924,36.95999908,-1
1571,54403010,12.93999958,4.539999962,63.27999878,-1
1572,54403019,9.0,22.5,45.0,-1
1573,54403020,8.68999958,31.06999969,45.88999939,-1
1574,54403040,9.18999958,27.94000053,43.66999817,-1
1575,54403110,3.799999952,12.80000019,73.90000153,-1
1576,54408019,11.30000019,7.300000191,73.0,-1
1577,54408029,10.39999962,5.699999809,70.5,-1
1578,54408039,12.30000019,5.0,76.0,-1
1579,54408049,11.69999981,10.39999962,71.09999847,-1
1580,54408069,13.60000038,8.300000191,56.09999847,-1
1581,55101018,6.127243042,18.23550034,28.74648857,-1
1582,55101058,6.915515423,5.509860039,24.0872879,-1
1583,55105308,4.618329048,15.31263733,50.95968246,-1
1584,55105309,6.400000095,10.19999981,38.40000153,-1
1585,53116358,7.900005817,19.28853226,57.37588501,-1
1586,55301028,8.730969429,13.46363258,28.84570503,-1
1587,55301048,9.22147274,7.561672688,30.46624947,-1
1588,55501018,12.94296741,7.167805672,28.8343811,-1
1589,56102029,12.69999981,1.200000048,69.19999695,-1
1590,56102040,14.60000038,1.399999976,66.69999695,-1
1591,56112010,4.510000229,2.059999943,23.80999947,-1
1592,56112019,11.60000038,1.399999976,74.09999847,-1
1593,56112028,4.87343359,2.276524544,31.16123581,-1
1594,56112038,4.87343359,2.276524544,31.16123581,-1
1595,56112048,4.947837353,0.614927888,31.63698006,-1
1596,56112068,3.927284718,1.796687484,24.39099693,-1
1597,56112078,4.87343359,2.276524544,31.16123581,-1
1598,56112088,4.242658138,1.227887034,27.15577126,-1
1599,56112098,4.87343359,2.276524544,31.16123581,-1
1600,56112128,4.525036812,9.159165382,12.98816204,-1
1601,56112219,8.0,17.0,69.0,-1
1602,56112259,1.899999976,3.700000048,12.10000038,-1
1603,56112269,1.600000024,3.599999905,11.69999981,-1
1604,56112279,2.200000048,1.600000024,15.80000019,-1
1605,56112299,3.700000048,1.100000024,17.70000076,-1
1606,56112518,5.879887581,3.686006784,29.41380692,-1
1607,56112528,6.009972572,1.883287191,30.13333321,-1
1608,56112538,2.808220387,5.095925331,11.02120781,-1
1609,56112558,8.501188278,7.044663429,23.9028244,-1
1610,56112568,7.255969048,3.004285574,32.9279213,-1
1611,56112578,4.736411572,6.993906021,9.645076752,-1
1612,56112588,5.375640869,2.568617821,15.7799387,-1
1613,56112608,5.471846581,2.229848862,27.84436417,-1
1614,56113010,5.300000191,0.540000021,23.57999992,-1
1615,56114038,8.687690735,8.094896317,8.846901894,-1
1616,56200400,2.25,0.439999998,24.29000092,-1
1617,56200430,9.899999619,1.200000048,62.09999847,-1
1618,56200500,3.369999886,0.620000005,17.15999985,-1
1619,56200508,3.279057026,5.864405632,16.56550026,-1
1620,56200518,3.246940851,7.020586491,16.53338432,-1
1621,56200520,13.25,3.400000095,71.5,-1
1622,56201008,2.457843781,5.367492199,11.98315716,-1
1623,56201528,5.908668041,9.136767387,18.77420998,-1
1624,56201538,2.647984266,9.074729919,26.76361847,-1
1625,56201548,2.166548729,5.615475655,11.64260483,-1
1626,56201570,6.900000095,3.900000095,69.59999847,-1
1627,56201700,3.369999886,1.960000038,7.429999828,-1
1628,56201709,1.480000019,3.299999952,11.5,-1
1629,56201719,1.129999995,3.140000105,15.10000038,-1
1630,56201729,0.400000006,0.699999988,92.0,-1
1631,56201739,0.400000006,0.400000006,90.59999847,-1
1632,56201749,10.69999981,15.5,67.0,-1
1633,56201750,0.25999999,0.050000001,90.37000275,-1
1634,56201759,1.700000048,2.400000095,10.39999962,-1
1635,56201769,2.5,3.700000048,16.0,-1
1636,56201779,0.0,0.0,93.5,-1
1637,56201789,3.299999952,1.600000024,87.0,-1
1638,56201799,0.0,0.0,86.0,-1
1639,56201800,0.25999999,0.050000001,90.37000275,-1
1640,56202000,3.5,1.0,22.27000046,-1
1641,56202619,7.699999809,2.5,76.0,-1
1642,56202629,2.099999905,3.400000095,14.10000038,-1
1643,56202639,1.799999952,3.400000095,10.89999962,-1
1644,56202649,10.69999981,19.79999924,66.0,-1
1645,56202659,1.899999976,3.400000095,11.5,-1
1646,56202669,1.5,2.700000048,9.0,-1
1647,56203010,2.130000114,1.049999952,9.350000381,-1
1648,56203019,10.0,5.0,58.0,-1
1649,56203020,2.130000114,1.049999952,9.350000381,-1
1650,56203029,7.199999809,2.099999905,63.0,-1
1651,56203030,2.480000019,1.340000033,15.40999985,-1
1652,56204020,5.949999809,1.419999957,77.73000336,-1
1653,56204930,2.700000048,0.300000012,27.79999924,-1
1654,56205040,2.880000114,0.370000005,24.93000031,-1
1655,56205100,7.5,2.680000067,76.16999817,-1
1656,56205110,2.559999943,0.889999986,20.97999954,-1
1657,56205119,1.0,0.300000012,20.0,-1
1658,56205128,2.690205812,6.539862633,22.04707718,-1
1659,56205160,7.099999905,0.699999988,78.69999695,-1
1660,56205210,3.970000029,0.340000004,19.40999985,-1
1661,56205310,2.75,0.819999993,20.82999992,-1
1662,56205540,2.559999943,0.889999986,20.97999954,-1
1663,56206000,8.100000381,1.0,78.19999695,-1
1664,56206020,12.68000031,1.049999952,72.83000183,-1
1665,56206038,1.50415194,0.124555156,8.639383316,-1
1666,56206039,11.60000038,1.200000048,75.30000305,-1
1667,56206049,2.5,3.200000048,13.69999981,-1
1668,56206059,1.99000001,3.299999952,10.69999981,-1
1669,56206069,13.0,2.299999952,79.0,-1
1670,56207090,7.489999771,1.269999981,42.52999878,-1
1671,56207100,1.529999971,0.270000011,8.989999771,-1
1672,56207108,3.802745104,4.582869053,18.36033058,-1
1673,56207118,4.729306698,12.94208336,16.60452461,-1
1674,56207138,4.340513229,2.06656456,10.500247,-1
1675,56207148,1.021399617,2.832913399,2.366396904,-1
1676,56207150,3.769999981,0.159999996,21.70999908,-1
1677,56207180,3.569999933,5.599999905,20.54999924,-1
1678,56207188,5.435528278,3.879457951,31.21999359,-1
1679,56207198,6.035993576,6.126540184,5.502068043,-1
1680,56207249,12.76000023,0.639999986,72.43000031,-1
1681,56207250,10.68999958,1.99000001,75.36000061,-1
1682,56207259,11.0,1.5,71.0,-1
1683,56208050,14.10000038,6.099999905,57.20000076,-1
1684,56208058,5.970528603,7.664295197,24.22086716,-1
1685,56208068,5.357956886,2.317981243,21.73582649,-1
1686,56208609,7.139999866,1.5,83.0,-1
1687,56208619,8.600000381,1.950000048,82.0,-1
1688,56230018,3.344795465,5.288384438,30.22774696,-1
1689,56230048,2.570980072,4.876648903,25.86964798,-1
1690,56230108,3.50502944,5.64585495,24.99953651,-1
1691,56230208,2.601360559,5.147266865,25.89861298,-1
1692,56230218,2.535453796,4.545409203,23.84938431,-1
1693,56230238,2.948788881,2.971564054,34.40442276,-1
1694,56230258,3.876714945,12.13509941,27.37995338,-1
1695,56230268,3.304368973,5.49169445,29.43118095,-1
1696,56230298,2.336418629,5.196543217,22.33889771,-1
1697,56230308,4.328418732,4.732834339,27.17377281,-1
1698,56230328,3.05314517,0.444091707,26.80996895,-1
1699,56230508,2.699135065,3.072026253,29.16330528,-1
1700,56230538,2.617207289,5.026977539,26.42347717,-1
1701,56230558,2.709507704,4.962567806,29.27537727,-1
1702,56230588,2.709507704,4.962567806,29.27537727,-1
1703,56230658,2.709507704,4.962567806,29.27537727,-1
1704,56230668,2.709507704,4.962567806,29.27537727,-1
1705,56230819,2.700000048,2.400000095,22.20000076,-1
1706,56230908,2.01089263,5.510412216,24.06389999,-1
1707,56230959,7.329999924,1.200000048,80.0,-1
1708,56230969,2.099999905,3.24000001,14.0,-1
1709,56230979,1.799999952,3.200000048,10.69999981,-1
1710,56230988,2.759771824,1.388231993,24.19947052,-1
1711,57101000,13.14000034,4.900000095,44.93999863,-1
1712,57103100,7.599999905,5.699999809,74.80000305,-1
1713,57123000,12.09000015,6.730000019,63.83000183,-1
1714,57123010,8.800000191,4.699999809,79.90000153,-1
1715,57124219,6.0,14.39999962,76.19999695,-1
1716,57124229,7.400000095,20.29999924,64.30000305,-1
1717,57134009,8.0,1.0,80.5,-1
1718,57134029,7.800000191,0.8,86.0,-1
1719,57135000,7.5,0.400000006,84.09999847,-1
1720,57205109,7.0,10.0,71.0,-1
1721,57205119,5.699999809,10.10000038,73.40000153,-1
1722,57205129,5.0,4.5,83.59999847,-1
1723,57206700,6.690000057,2.200000048,37.09000015,-1
1724,57208000,10.19999981,2.5,64.30000305,-1
1725,57208009,11.0,2.099999905,55.5,-1
1726,57208019,10.80000019,2.299999952,55.59999847,-1
1727,57208049,8.300000191,4.300000191,73.80000305,-1
1728,57209000,10.30000019,2.200000048,61.09999847,-1
1729,57224000,5.300000191,3.200000048,79.5,-1
1730,57227000,11.18999958,12.98999977,61.95999908,-1
1731,57227009,10.0,12.0,65.0,-1
1732,57227049,12.10000038,9.5,65.69999695,-1
1733,57227069,7.0,2.299999952,80.0,-1
1734,57227109,9.199999809,15.77499962,68.90000153,-1
1735,57228000,14.85000038,24.05999947,44.25,-1
1736,57231259,9.199999809,9.5,77.0,-1
1737,57237300,7.699999809,7.300000191,74.09999847,-1
1738,57239100,6.800000191,1.899999976,83.59999847,-1
1739,57308400,7.900000095,3.5,73.5,-1
1740,57319000,10.55000019,11.61999989,63.45000076,-1
1741,57327500,11.38000011,4.829999924,69.47000122,-1
1742,57330000,7.71999979,2.720000029,65.88999939,-1
1743,57331000,7.699999809,1.700000048,65.0,-1
1744,57335569,7.0,13.0,74.0,-1
1745,57335799,9.100000381,2.5,75.40000153,-1
1746,57339029,9.100000381,2.900000095,80.0,-1
1747,57340000,7.010000229,0.899999976,86.37999725,-1
1748,57340009,6.199999809,1.200000048,77.69999695,-1
1749,57344000,18.70000076,1.700000048,71.90000153,-1
1750,57346500,8.800000191,4.699999809,72.69999695,-1
1751,57348009,5.0,10.30000019,74.40000153,-1
1752,57349000,3.960000038,1.679999948,87.0,-1
1753,57410000,11.5,2.799999952,66.0,-1
1754,57412000,29.10000038,10.69999981,34.5,-1
1755,57416000,16.26000023,2.150000095,66.98999786,-1
1756,57601100,15.55000019,4.25,21.70999908,-1
1757,57602108,4.596725464,3.51970911,11.17040634,-1
1758,57602300,13.14999962,6.519999981,67.69999695,-1
1759,57602500,17.29999924,7.03000021,50.81999969,-1
1760,57603200,13.35000038,20.85000038,28.69000053,-1
1761,57604100,12.60999966,1.539999962,58.97999954,-1
1762,57604138,2.755468845,1.779158473,5.772297859,-1
1763,58105268,7.536799431,5.051259041,35.81467056,-1
1764,58105278,6.321164131,5.780188084,43.72878265,-1
1765,58106109,3.0,10.89999962,39.59999847,-1
1766,58106119,9.0,6.5,46.0,-1
1767,58106218,8.759691238,7.154063225,50.6864357,-1
1768,58106228,9.961408615,9.194044113,47.02501678,-1
1769,58106238,9.652702332,8.499295235,46.04616547,-1
1770,58106278,7.110600948,5.647033691,49.94421005,-1
1771,58106528,7.064692974,1.115070343,46.8885498,-1
1772,58110118,5.163511276,6.999426365,35.22661972,-1
1773,58110128,0.755402207,15.60971832,18.40349007,-1
1774,58110139,4.5,1.100000024,30.70000076,-1
1775,58110209,6.0,5.599999905,27.70000076,-1
1776,58110218,4.536911488,8.826299667,14.74271488,-1
1777,58110238,5.303943157,12.45966053,17.23518753,-1
1778,58110428,5.775401115,8.449197769,29.09090996,-1
1779,58110429,5.400000095,4.400000095,27.20000076,-1
1780,58110448,6.440981865,5.356132507,22.06897545,-1
1781,58110468,7.906158924,4.529179573,15.7197876,-1
