code,smlmitzrach,shmmitzrach,ofen_hachana,ofen_hachanat_makor,makor,protein,total_fat,carbohydrates,food_energy,alcohol,moisture,total_dietary_fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,vitamin_a_iu,carotene,vitamin_e,vitamin_c,thiamin,riboflavin,niacin,vitamin_b6,folate,folate_dfe,vitamin_b12,cholesterol,saturated_fat,butyric,caproic,caprylic,capric,lauric,myristic,palmitic,stearic,oleic,linoleic,linolenic,arachidonic,docosahexanoic,palmitoleic,parinaric,gadoleic,eicosapentaenoic,erucic,docosapentaenoic,mono_saturated,poly_ saturated,vitamin_d,total_sugars,trans_fatty_acids,vitamin_a_re,mishtamesh_id,isoleucine,leucine,valine,lysine,threonine,methionine,phenylalanine,tryptophan,histidine,tyrosine,arginine,cystine,serine,kvutza_meyuhedet,shem_mitzrach_mekutzar,vitamin_k,pantothenic_acid,iodine,selenium,sugar_alcohols,choline,biotin,manganese,fructose
1086,25170440,"בשר בקר, ריאות, מבושלות",,,6,20.39999962,3.700000048,0,120,,73.90000153,0,11,5.400000095,10,178,173,175,1.639999986,0.221000001,39,,,32.70000076,0.035,0.143000007,2.492000103,0.02,8,8,2.589999914,277,1.299999952,0,0,0,0,0,0.059999999,0.670000017,0.349999994,0.699999988,0.25,0.029999999,0.209999993,0,0.140000001,0,0.029999999,0,0,0,0.949999988,0.50999999,,0,,12,1,0.973,1.498,1.005,1.446,0.761,0.408,0.829,0.186,0.62,0.46,1.234,0.313,1.028,,,,0.623,,50.3,,,,0.015,
1087,25180230,"בשר בקר, טחול, מבושל",,,6,25.10000038,4.199999809,0,145,,68.69999695,0,12,39.36000061,19,305,284,175,2.789999962,0.924000025,0,,,50.29999924,0.048,0.300000012,5.566999912,0.039999999,4,4,5.019999981,347,1.399999976,0,0,0,0,0.02,0.100000001,0.75,0.540000021,0.959999979,0.310000002,0,0,0,0.159999996,0,0,0,0,0,1.120000005,0.310000002,,0,,0,1,0.968,2.217,1.51,1.815,0.988,0.462,1.008,0.261,0.9,0.715,1.454,0.727,0.867,,,,0.876,,91.4,,,,0.075,
1089,25210128,נקניקיות עוף מטוגנות עם בצל מטוגן בשמן קנולה,,,4,12.29589653,15.58744049,6.402739048,215.9335175,0,63.15646362,0.557459414,73.97853088,1.126413584,20.10264969,148.3516235,215.5103302,784.8261108,1.060083508,0.082076855,0,0.263659805,0.515486538,1.951082468,0.059148658,0.217200741,4.0914855,0.280406326,7.845704556,0,0.418600619,51.38831329,4.430720329,0,0,0,0,0.005138831,0.071340844,2.589254379,0.694192231,5.380631924,3.252954483,0.472183436,0.045393009,0.002569416,0.615493,0,0.081828937,0.002569416,0.10020721,0.007708246,6.198735237,3.80564642,0.423097104,1.604991078,0.125901356,2.44094491,1,0.357608378,0.798318386,0.420360655,0.857018113,0.45205012,0.266061336,0.403484881,0.080967978,0.283951819,0.306220084,0.718323648,0.101317354,0.476031333,,,1.434440017,1.000237226,,21.10691261,,47.73547363,,0.090312511,0.358022213
1090,25210168,שוקרוט תבשיל כרוב כבוש עם נקניקיות,,,4,4.623372078,6.641205311,6.840796947,120.6795654,1.738200188,78.09231567,1.802313089,30.68373299,1.187658787,18.25722694,71.48509979,262.0007935,637.2716675,0.71003139,0.105277441,5.174435139,323.3961487,0.231488168,10.4500246,0.102224693,0.08776664,1.445832133,0.218004107,14.8069458,0,0.213561803,14.67442131,2.044518471,0,0,0.000374382,0.000608036,0.003554954,0.064555757,1.223891497,0.490330905,2.324829817,1.514503241,0.182595924,0.00655502,0.000371039,0.215864077,0,0.012180773,0.000371039,0.014470517,0.001113117,2.570313454,1.708933949,0.061097737,1.536562324,0.018180907,29.98495674,1,0.078545928,0.153897569,0.099366553,0.165113315,0.098385811,0.050151087,0.088625818,0.017325511,0.057116926,0.062511027,0.15328753,0.026726834,0.102466233,,,7.543996334,0.260580629,,3.440901041,,14.88563919,,0.123597734,0.145774826
1091,25210219,"נקניקיות אמריקאיות מבשר בקר, טירת צבי",,,3,12,19,5,239,,62,0,14.05000019,1.404999971,10.5369997,177.9609985,369.9719849,600,2.377000093,0.064000003,0,0,0.134000003,0,0.021,0.050000001,2.374000072,0.216999993,11.70800018,,1.616000056,45,7.5,0,0,0,0,0.028000001,0.596000016,2.095000029,2.305000067,7.203999996,0.439999998,0.052999999,0,0,0.648999989,0,0.078000002,0,0,0,8.088999748,0.513999999,0.604,2,,,1,0.624,1.069,0.654,1.134,0.558,0.343,0.524,,0.389,0.443,0.814,0.13,0.485,,,1.208,,,12.059,,56.901,,0.025,0
1092,25210229,"נקניקיות בקר/הודו/חזיר,מעדני מזרע",,,3,12,23,5,275,0,58.955,0.045,12.57,1.131,11.59,103.21,154.5,850,2.522,0.039,0,0,0.592,0,0.026,0.085,2.839,0.207,4.52,,1.008,60.77,10.217,0,0,0,0,0.141,0.741,5.297,3.659,8.141,0.883,0.128,0.044,0.005,0.934,0,0.066,0,0.002,0.005,9.495,1.122,0,0,,0,1,1.34225,2.572821429,0.988235294,1.736694678,0.814565826,0.537815126,0.798879552,0.129971989,0.672268908,0.65210084,1.340056022,0.21512605,0.832492997,,,,,,,,,,,
1093,25210239,"נקניקיות מרגז, מרוקאית חריפה /צ'וריסוס",,,3,15,18,0.5,224,0,64.09999847,0.400000006,6.414000034,2.351999998,13.89700031,219.1380005,200.9660034,600,1.89199996,0.202999994,0,0,0.153999999,0,0.109999999,0.202000007,3.460999966,0.192000002,2.138000011,26.95000076,3.270999908,55,8,0,0,0,0.054000001,0,0.458000004,4.355000019,3.131999969,7.793000221,0.535000026,0.305999994,0,0,0.839999974,0,0,0,0,0,8.633999825,0.839999974,0.973,0.5,,0,13,0.774,1.314,0.788,1.371,0.676,0.415,0.644,0.16,0.57,0.585,1.106,0.229,0.721,,,1.054,1.016,,15.607,,61.466,,0.049,
1096,25210269,"נקניקיות עוף והודו/ וינר, עוף טוב",,,3,10,18,7,230,,62.59999847,0.400000006,70.47599792,1.113999963,19.04800034,154.2859955,192.3809967,750,1.057000041,0.074000001,0,0,0.245000005,0,0.054000001,0.245000005,4.464000225,0.307999998,3.809999943,15.02000046,0.513999999,65,7.800000191,0,0,0,0,0.007,0.092,3.28399992,0.859000027,5.558000088,3.805000067,0.395999998,0.059999999,0.003,0.802999973,0,0.075999998,0.003,0.130999997,0.01,6.59499979,4.306000233,0.556,2.4,0.166,7,1,0.295,0.66,0.346,0.706,0.372,0.221,0.331,,0.233,0.252,0.575,0.084,0.392,,,0,1.01,,21.905,,48.095,,0.056,0
1099,25210319,"נקניקיות עוף, יחיעם",,,3,14,16,5,220,,62.90000153,0.100000001,78.76799774,1.245000005,21.28899956,172.4369965,215.0140076,700,1.182000041,0.082999997,0,0,0.216999993,0,0.061000001,0.273999989,4.988999844,0.344000012,4.257999897,,0.574999988,60,5,0,0,0,0,0.006,0.082000002,2.91899991,0.763999999,4.940000057,3.381999969,0.351999998,0.052999999,0.003,0.713999987,0,0.067000002,0.003,0.116999999,0.009,5.861999989,3.828000069,0.494,0.5,0.147,3,13,0.413,0.924,0.484,0.988,0.521,0.31,0.463,0.09,0.327,0.353,0.805,0.117,0.549,,,0,1.128,,24.482,,53.754,,0.063,0
1100,25210419,"נקניקיות הודו ועוף, זוגלובק, יחיעם, טירת צבי",,,3,12.5,15,3.5,199,,67,0,147.6309967,1.465999961,13.96500015,171.5709991,391.0220032,600,1.835000038,0.071000002,0,0,0.537999988,0,0.035999998,0.180999994,3.671000004,0.143000007,6.982999802,,0.818000019,60,6,0,0,0,0,0.006,0.120999999,2.339999914,0.961000025,4.609000206,3.211999893,0.166999996,0.028000001,0,0.286000013,0,0.043000001,0,0.026000001,0,4.975999832,3.426000118,0.521,1.1,0.684,,1,0.551,1.189,0.598,1.265,0.698,0.411,0.605,,0.554,0.518,0.953,0.107,0.682,,,0,0.559,,15.062,,48.279,,0.033,0
1101,25210429,"נקניקיות הודו ועגל, קנקרס,עוף טוב",,,3,12,19,5,239,,62,0,156.8580017,1.557999969,14.8380003,182.2940063,415.4609985,600,1.950000048,0.075000003,0,0,0.680999994,0,0.037999999,0.192000002,3.900000095,0.151999995,7.419000149,,0.869000018,50,7.5,0,0,0,0,0.008,0.153999999,2.963999987,1.218000054,5.837999821,4.06799984,0.211999997,0.035,0,0.363000005,0,0.054000001,0,0.033,0,6.302999973,4.340000153,0.659,1.6,0.867,,1,0.529,1.141,0.574,1.215,0.67,0.394,0.581,,0.532,0.497,0.914,0.103,0.654,,,0,0.594,,16.004,,51.297,,0.035,0
1104,25220619,"נקניק, סרוולד, טירת צבי",,,3,22,35,3,415,,38,0,10.82800007,2.453999996,16.84300041,133.5420074,312.8009949,1500,3.079999924,0.180000007,0,0,0.252999991,19.97100067,0.180000007,0.397000015,5.184999943,0.312999994,2.405999899,,6.617000103,85,11,0,0,0,0.127000004,0.092,0.920000017,7.303999901,4.796000004,12.89400005,1.139000058,0.241999999,0,0,2.023999929,0,0,0,0,0,14.91800022,1.379999995,1.265,0.8,,,1,,,,,,,,,,,,,,,,1.495,,,24.423,,94.923,,,
1105,25221219,"נקניק, מורטדלה, טירת צבי",,,3,12,19,6,243,0,61,0,7.447999954,2.730999947,16.13800049,254.4830017,233.3789978,750,2.197000027,0.236000001,0,0,0.163000003,0,0.128000006,0.234999999,4.019999981,0.223000005,2.48300004,,3.799000025,72,6.699999809,0,0,0,0.056000002,0,0.483999997,4.597000122,3.305999994,8.225999832,0.564999998,0.323000014,0,0,0.887000024,0,0,0,0,0,9.112999916,0.887000024,1.027,4.7,,,1,0.619,1.051,0.63,1.097,0.541,0.332,0.515,,0.456,0.468,0.885,0.183,0.577,,,1.113,1.179,,18.124,,71.379,,0.057,
1106,25221229,"נקניק, קבנוס, זוגלובק, יחיעם, עוף טוב",,,3,19,28,5,348,0,46,0,21.91799927,2.038000107,25.20499992,221.3699951,366.0270081,1000,3.681999922,0.273999989,0,,,0,0.67900002,0.328999996,4.678999901,0.372999996,,,1.447000027,70,11.19999981,,,,,0.017000001,0.521000028,6.5,3.085999966,12.85599995,2.144000053,0.135000005,,,1.228000045,,,,,,14.08399963,2.279000044,,0.8,,3,1,,,,,,,,,,,,,,,,,,,,,,,0.047,
1108,25221259,"נקניק, פפרוני, עוף טוב",,,3,25,26,3,346,0,44,0,12.21800041,1.863000035,21.38199997,183.272995,362.4729919,1100,3.217000008,0.193000004,39.86100006,18.11800003,,0,0.579999983,0.264999986,5.142000198,0.448000014,3.055000067,2.63237524,1.914000034,87.90000153,10,,,,,0.077,0.501999974,6.271999836,3.191999912,12.42500019,2.348999977,0.238000005,,,1.174000025,,,,,,13.59899998,2.586999893,1.449,0.4,,1.81184669,1,,,,,,,,,,,,,,,,,1.079,,,,,,0.04,
1109,25221269,"נקניק, הונגרי מפולפל,נקניק קוניאק משובח  עוף טוב",,,3,15,25,4,301,,54,0,7.861999989,2.882999897,17.0340004,268.6210022,246.3450012,920,2.319000006,0.248999998,0,0,0.214000002,0,0.135000005,0.247999996,4.243000031,0.236000001,2.621000051,,4.010000229,70,10,0,0,0,0.074000001,0,0.635999978,6.047999859,4.349999905,10.82299995,0.742999971,0.425000012,0,0,1.167000055,0,0,0,0,0,11.99100018,1.167000055,1.351,3.2,,,1,0.774,1.314,0.788,1.371,0.676,0.415,0.644,,0.57,0.585,1.106,0.229,0.721,,,1.464,1.245,,19.131,,75.345,,0.06,
1110,25221279,"נקניק, סלמי איטלקי,עוף טוב",,,3,14,19,4,243,,61,0,7.447999954,2.730999947,16.13800049,254.4830017,233.3789978,920,2.197000027,0.236000001,0,0,0.163000003,0,0.128000006,0.234999999,4.019999981,0.223000005,2.48300004,,3.799000025,70,7,0,0,0,0.056000002,0,0.483999997,4.597000122,3.305999994,8.225999832,0.564999998,0.323000014,0,0,0.887000024,0,0,0,0,0,9.112999916,0.887000024,1.027,3.2,,,1,0.722,1.227,0.736,1.28,0.631,0.388,0.601,,0.532,0.546,1.032,0.213,0.673,,,1.113,1.179,,18.124,,71.379,,0.057,
1111,25221289,"נקניק, סלמי כפרי, עוף טוב",,,3,12,21,5,257,,60,0,7.03399992,2.578999996,15.24100018,240.3450012,220.4140015,850,2.075000048,0.223000005,0,0,0.180000007,0,0.120999999,0.222000003,3.796000004,0.210999995,2.345000029,,3.588000059,70,7,0,0,0,0.061999999,0,0.533999979,5.080999851,3.654000044,9.090999603,0.624000013,0.356999993,0,0,0.980000019,0,0,0,0,0,10.07199955,0.980000019,1.135,3.9,,,1,0.619,1.051,0.63,1.097,0.541,0.332,0.515,,0.456,0.468,0.885,0.183,0.577,,,1.23,1.114,,17.117,,67.414,,0.054,
1114,25221309,"נקניק, קבנוס, חטיפים, עוף טוב",,,3,18,32,2,368,,46,0,8.468999863,2.128999949,15.72900009,127.0419998,212.9459991,980,3.388000011,0.086999997,0,,,0,0.059999999,0.169,3.859999895,0.133000001,4.840000153,,2.25,75,12,0,0,0,0.107000001,0.071000002,1.046000004,7.171000004,4.590000153,13.60400009,1.14199996,0.107000001,0,0,1.819000006,0,0,0,0,0,15.42300034,1.248999953,,,,,1,0.777,1.322,0.792,1.379,0.68,0.417,0.648,,0.573,0.587,1.111,0.231,0.726,,,,0.227,,17.665,,,,0.011,
1115,25221319,"נקניק, קבנוס, מקלונים, עוף טוב",,,3,18,32,3,372,,45,0,8.892999649,2.236000061,16.51499939,133.3939972,223.5930023,1000,3.556999922,0.090999998,0,,,0,0.064000003,0.178000003,4.052999973,0.140000001,5.081999779,,2.362999916,75,12,0,0,0,0.107000001,0.071000002,1.046000004,7.171000004,4.590000153,13.60400009,1.14199996,0.107000001,0,0,1.819000006,0,0,0,0,0,15.42300034,1.248999953,,,,,1,0.777,1.322,0.792,1.379,0.68,0.417,0.648,,0.573,0.587,1.111,0.231,0.726,,,,0.239,,18.548,,,,0.011,
1116,25221329,"נקניק, תה, עוף טוב",,,3,12,21,5,257,,60,0,7.03399992,2.578999996,15.24100018,240.3450012,220.4140015,850,2.075000048,0.223000005,0,0,0.180000007,0,0.120999999,0.222000003,3.796000004,0.210999995,2.345000029,,3.588000059,68,7,0,0,0,0.061999999,0,0.533999979,5.080999851,3.654000044,9.090999603,0.624000013,0.356999993,0,0,0.980000019,0,0,0,0,0,10.07199955,0.980000019,1.135,3.9,,,1,0.619,1.051,0.63,1.097,0.541,0.332,0.515,,0.456,0.468,0.885,0.183,0.577,,,1.23,1.114,,17.117,,67.414,,0.054,
1117,25221509,"נקניק, סלמי, פיין, יחיעם",,,3,14,23,6,287,0,55,0,11.68799973,1.531999946,23.37700081,300,275.3250122,900,2.648999929,0.312000006,0,,,0,,,,,,,,70,8,,,,,0.011,0.279000014,5.238999844,2.540999889,10.43500042,2.127000093,0.268999994,,,0.717000008,,,,,,11.15100002,2.395999908,,3.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1118,25221519,"נקניק, סלמי, מעדני מזרע",,,3,26,27,2,355,0,43,0,12.218,1.863,21.382,183.273,362.473,,3.217,0.193,41.394,18.815,,0,0.58,0.265,5.142,0.448,3.055,,1.914,91.3,10.4,,,,,0.08,0.521,6.513,3.314,12.903,2.439,0.247,,,1.219,,,,,,14.122,2.687,1.505,0.3,,1.882,1,1.096801181,1.849507874,0.794874142,1.317254005,0.619954233,0.358169336,0.572356979,0.135652174,0.427185355,0.656842105,1.017391304,0.233226545,0.638993135,,,,1.079,,,,,,0.04,
1119,25230799,"נקניק, פסטרמה הודו דל שומן, זוגלובק, יחיעם",,,3,18,1.799999952,2,96,0,76.19999695,0,11.25899982,4.298999786,14.32999992,204.7079926,353.1220093,750,2.210999966,0.050999999,3.477999926,2.029000044,0.064000003,8.291000366,0.056000002,0.256000012,3.609999895,0.275999993,5.118000031,,0.246000007,77.5,0.400000006,0,0,0,0,0.003,0.012,0.321999997,0.129999995,0.481000006,0.382999986,0.02,0.035,0.006,0.098999999,0,0.003,0,0.003,0.006,0.559000015,0.412,0.058,2,,1.159,13,1.014,1.569,1.051,1.835,0.881,0.565,0.79,0.224,0.606,0.766,1.425,0.227,0.89,,,0,0.594,,16.479,,68.27,,0.013,
1120,25230809,"נקניק, פסטרמה 1% שומן, בטעמים, עוף טוב",,,3,14,1.5,5,90,0,77.5,0,10.6960001,4.084000111,13.61299992,194.4730072,335.4660034,720,2.099999905,0.048999999,2.898999929,1.690999985,0.052999999,7.875999928,0.052999999,0.243000001,3.430000067,0.263000011,4.861999989,3.299999952,0.232999995,20,0.300000012,0,0,0,0,0.002,0.01,0.268000007,0.108999997,0.400999993,0.319000006,0.017000001,0.028999999,0.005,0.082000002,0,0.002,0,0.002,0.005,0.465999991,0.342999995,0.048,5,,0,1,0.788,1.22,0.818,1.427,0.685,0.44,0.614,,0.472,0.596,1.108,0.177,0.692,,,0,0.564,,15.655,,64.857,,0.013,
1121,25230819,"נקניק, פסטרמה 5% שומן, בטעמים, עוף טוב",,,3,13,4,5.5,110,0,75.5,0,10.41499996,3.976000071,13.25500011,189.3549957,326.6380005,720,2.045000076,0.046999998,7.729000092,4.508999825,0.142000005,7.669000149,0.052000001,0.237000003,3.338999987,0.256000012,4.734000206,2.910000086,0.226999998,45,1.5,0,0,0,0,0.006,0.026000001,0.714999974,0.289999992,1.069000006,0.850000024,0.045000002,0.077,0.013,0.218999997,0,0.006,0,0.006,0.013,1.243000031,0.915000021,0.129,5.5,,0,1,0.732,1.133,0.759,1.326,0.636,0.408,0.57,,0.438,0.553,1.029,0.164,0.643,,,0,0.549,,15.243,,63.15,,0.012,
1122,25230829,"נקניק, פסטרמה הודו, יחיעם",,,3,19,2,2,102,0,75,0,11.82199955,4.513999939,15.04599953,214.9440002,370.7780151,700,2.321000099,0.054000001,3.86500001,2.253999949,0.071000002,8.704999924,0.059,0.268999994,3.790999889,0.289999992,5.374000072,,0.257999986,40,0.699999988,0,0,0,0,0.003,0.013,0.356999993,0.144999996,0.535000026,0.425000012,0.023,0.039000001,0.006,0.109999999,0,0.003,0,0.003,0.006,0.621999979,0.456999987,0.064,2,,1.29,13,1.07,1.656,1.11,1.937,0.93,0.597,0.833,0.24,0.64,0.809,1.504,0.24,0.94,,,0,0.623,,17.303,,71.684,,0.014,
1123,25230839,"נקניק, פסטרמה אמריקאית/רומנית/איטלקית/פולנית/מעושנת, עוף טוב ",,,3,14,4,6,116,0,73.98460388,0.300000012,12.40892506,0.73535049,15.59100056,103.0135956,133.0986176,700,1.874150038,0.049271997,27.86400032,0,0.099999994,0.044199999,0.033027001,0.112317003,2.700215101,0.244775996,4.040500164,6.20883131,1.105875015,45,1.5,0,0,0,0.00152,0.00837,0.01953,0.355309993,0.153870001,0.542289972,0.42561999,0.022849999,0.02925,0.0015,0.056280002,0,0.00825,0.00075,0,0.00225,0.612079978,0.497999996,0.243000001,2,0,0,1,0.444150001,1.070199966,0.494989991,1.273290038,0.561630011,0.40309,0.499130011,0.00123,0.418680012,0.459149987,0.87458998,0.146259993,0.61145997,,,0,0.678849995,0,16.16982079,0,50.49024963,0,0.01788,0.818799973
1126,25230859,"נקניק, פסטרמה BBQ/ הודו/ חזה עוף יין/ גריל ,זוגלובק",,,3,16,2,4,98,,76,0.101999998,11.25899982,4.298999786,14.32999992,204.7079926,353.1220093,900,2.210999966,0.050999999,3.86500001,2.253999949,0.071000002,8.291000366,0.056000002,0.256000012,3.609999895,0.275999993,5.118000031,,0.246000007,45,0.449000001,0,0,0,0,0.003,0.013,0.356999993,0.144999996,0.535000026,0.425000012,0.023,0.039000001,0.006,0.109999999,0,0.003,0,0.003,0.006,0.621999979,0.456999987,0.064,4,,1.29,13,0.901,1.395,0.934,1.631,0.783,0.503,0.702,0.2,0.539,0.681,1.266,0.202,0.791,,,0,0.594,,16.479,,68.27,,0.013,
1127,25230869,"נקניק, פסטרמה הודו על גחלים, 2% שומן, טירת צבי",,,3,16,2,4,98,0,72.02739716,0,13.62970448,0.812590063,18.68973541,123.8234482,157.8527222,830,1.419343352,0.07665664,0,0,0.105021365,0.051282056,0.041065238,0.145260304,4.281727791,0.360593587,5.607404709,5.935483932,0.376068383,45,0.600000024,0,0,0.000587607,0.002938034,0.004700855,0.010042735,0.276493609,0.155514956,0.366113245,0.318450868,0.013440171,0.056410257,0.004113248,0.035256412,0,0.004700855,0.001175214,0.004113248,0.005288461,0.568047047,0.558514953,0.176282048,0,0.5,0,1,0.017820513,0.031572651,0.028683761,0.032897435,0.016098291,0.004820513,0.022602564,0.005183761,0.01134188,0.019145299,0.143957272,0.010888889,0.021735042,,,0.017094018,0.031623933,0,19.28173065,0,37.85235214,0,0.048927352,0.013247863
1130,25230929,"נקניק, פסטרמה עוף, חזה עוף ברביקיו פרוס, יחיעם",,,3,17,3,4,111,0,71.15399933,0,12.3103056,0.730571508,17.43398476,131.1995087,183.506546,800,1.046470523,0.040673234,2.393199921,0,0.173999995,0,0.038874123,0.096047297,3.778663635,0.334311187,4.863186359,,0.196499988,40,1,0,0,0,0.0066,0.0065,0.029200001,0.783900023,0.253700018,1.298500061,0.823000014,0.049800001,0.063000001,0.0065,0.256900012,0,0.0089,0.0009,0.005,0.0074,1.667099953,1.023100019,0,0.056174025,0,3.349999905,1,0.550000012,0.852500021,0.57099998,0.99849999,0.478500009,0.307999998,0.428499997,0,0.330000013,0.416000009,0.771000028,0.119999997,0.48300001,,,0.059999999,0.310499996,0,20.44931984,0,21.56999969,0,0.0122,0
1132,26100100,"דג, סורימי, לתעשייה",,,1,17.82,3.01,0,102,0,79.18,0,10,0.37,23,234,294,129,0.37,0.055,,0,0.48,0,0.05,0.085,4.45,0.307,10,,2.72,48,0.668,0,0,0,0,0.002,0.098,0.44,0.113,0.673,0.188,0.037,0.019,0.18,0.113,0.028,0.184,0.082,0.018,0.032,1.011,0.598,4.9,0,,22,1,1.096801181,1.849507874,0.902898551,1.626389987,0.860685112,0.603886693,0.697694335,0.107878788,0.410408432,0.717628458,1.181976285,0.19113307,0.77743083,,,0.8,,,27.6,,69.9,,,
1134,26100109,"דג דניס-צ'יפורה, לא מבושל, דג שאן",,,3,21,4.900000095,,128,,72.09999847,,7.099999905,0.5,33.79999924,232.5,381,150,0.829999983,0.050000001,1455,,0.200000003,,0.059999999,0.079999998,6.099999905,0.409999996,2.099999905,4.245066643,5.519999981,,1.299999952,,,,,,1.159999967,2.109999895,0.600000024,2.5,0.219999999,,,0.550000012,1.00999999,0.610000014,1.24000001,0.327,1.799999952,0.230000004,6.559999943,3.880000114,0.87,,,439,13,0.95,1.67,1.06,1.88,0.9,0.61,0.8,0.23,0.6,0.7,1.23,0.22,0.84,,,,0.85,,7,,,,0,
1136,26100128,"דג דניס, מטוגן בשמן סויה, בבלילה",,,4,25.02825165,13.65609455,5.484709263,245.4585571,0,53.63198471,0.198959514,13.79894733,0.79151988,39.99528122,281.5807495,440.6555176,406.3578491,1.07869947,0.072102927,1286.604858,0,0.916466475,0,0.070838429,0.110292464,6.165730953,0.402244538,7.549776077,0,5.260975838,31.24990654,2.864179611,0.000336021,0,0.000336021,0.000504031,0,1.284955621,3.300984144,1.058651805,4.717958927,4.15719986,0.505926013,0.015792962,0.612804115,1.133268952,0.674251676,1.39004755,0.361443102,1.989595056,0.254814088,9.243519783,8.734436035,1.129647851,0.050977848,,423.8788147,1,1.132738352,1.989450693,1.274307609,2.171435118,1.062210917,0.719658613,0.979706109,0.277613372,0.706104338,0.838640869,1.45916903,0.282159954,1.048070073,,,13.59866142,1.100586534,,12.81431866,,25.46180534,,0.05319735,0
1137,26100138,"דג דניס, מטוגן בשמן תירס, בבלילה",,,4,25.04153824,16.31754684,5.487621307,270.6563416,0,50.95422745,0.199065134,13.80627346,0.788253725,40.01651382,281.7302551,440.8894653,406.5735779,1.078534842,0.072141208,1287.287842,0,1.747718215,0,0.070876032,0.110351019,6.16900444,0.402458102,7.55378437,0,5.263768673,31.26649666,3.01015377,0.000336199,0,0.000336199,0.000504298,0,1.288044333,3.592667103,0.917529583,5.798577309,5.768767357,0.122069694,0.015801348,0.613129497,1.145301342,0.674609661,1.386541724,0.361635,1.99065125,0.254949361,10.33372784,9.964482307,1.130247593,0.051004913,,424.1038513,1,1.133339763,1.990506887,1.274984121,2.17258811,1.062774897,0.720040739,0.980226219,0.277760744,0.706479192,0.839086115,1.459943652,0.282309741,1.048626423,,,0.237845972,1.101170778,,12.82112217,,25.48063278,,0.053225596,0
1138,26100148,"דג דניס, מטוגן ללא שמן, בבלילה",,,4,27.01926613,6.787376881,5.921021938,194.6621399,0,58.05754852,0.214786872,14.89666271,0.850508273,43.17693329,303.9807129,475.7099609,438.6838989,1.163715243,0.077838764,1388.955078,0,0.338647306,0,0.076473668,0.119066305,6.656219482,0.434243381,8.150365829,0,5.679490089,33.73585892,1.847058892,0.000362751,0,0.000362751,0.000544127,0,1.387174726,2.731877327,0.790060937,3.299407959,0.434641123,0.006103129,0.017049303,0.661553144,1.223421216,0.727888882,1.482091546,0.390196145,2.147868633,0.275084704,8.166444778,4.836009502,1.219512105,0.05503317,,457.5986633,1,1.222848535,2.147712708,1.375679731,2.344174385,1.146710515,0.77690798,1.057642341,0.299697697,0.762275457,0.905355334,1.57524693,0.304605961,1.131444693,,,0.051071547,1.188138962,,13.83370686,,27.47139931,,0.057429235,0
1139,26100158,"דג דניס בגריל, ללא ציפוי, בשמן סויה",,,4,25.30120468,13.13253021,0,218.1204834,0,59.56626511,0,8.554216385,0.606024086,40.72288895,280.1204834,459.0361328,180.7228851,1.000722885,0.060240965,1402.409668,0,0.832289159,0,0.065060243,0.086746983,6.614457607,0.44457832,2.277108431,0,5.985542297,0,2.697590351,0,0,0,0,0,1.39759028,3.297951698,1.043493986,4.642168522,3.948337317,0.490771085,0,0.662650645,1.216867447,0.734939754,1.510819316,0.393975914,2.168674707,0.277108431,9.550578117,8.848674774,1.048192739,0,,476.0241089,1,1.144578338,2.012048244,1.277108431,2.265060186,1.084337354,0.734939754,0.963855445,0.277108431,0.722891569,0.843373477,1.481927752,0.265060246,1.012048244,,,13.29397583,1.02409637,,8.433734894,,0.014457831,,0,
1140,26100238,קציצות דג בקלה מטוגנות בשמן קנולה,,,4,17.7883606,8.93120575,6.320790768,181.9905853,0,64.40766907,0.551977396,20.52515984,0.59898597,26.3786068,250.7561188,310.315979,461.2052612,0.574416161,0.046788041,42.93785477,90.44055176,1.843573332,2.255381346,0.073193625,0.09973748,3.199485302,0.256815493,27.48591614,0,1.560478091,90.77966309,0.982741058,0.000429379,0,0.000429379,0.000644068,0.001157721,0.007489171,0.632070601,0.261609226,4.960599899,1.615935445,0.680557907,0.028676553,0.090030134,0.05098211,0.001883239,0.104335219,0.039548021,0.001883239,0.00545951,5.130275726,2.469901085,0.685499072,0.309962332,0,34.94444275,1,0.93018502,1.635136485,1.055236816,1.768823028,0.873376191,0.585562646,0.818034351,0.231028721,0.581046164,0.684972703,1.198537707,0.240076274,0.881239176,,,36.27956772,0.64956075,0,30.48966217,0,94.1988678,0.0086629,0.116204336,0
