code,smlmitzrach,shmmitzrach,ofen_hachana,ofen_hachanat_makor,makor,protein,total_fat,carbohydrates,food_energy,alcohol,moisture,total_dietary_fiber,calcium,iron,magnesium,phosphorus,potassium,sodium,zinc,copper,vitamin_a_iu,carotene,vitamin_e,vitamin_c,thiamin,riboflavin,niacin,vitamin_b6,folate,folate_dfe,vitamin_b12,cholesterol,saturated_fat,butyric,caproic,caprylic,capric,lauric,myristic,palmitic,stearic,oleic,linoleic,linolenic,arachidonic,docosahexanoic,palmitoleic,parinaric,gadoleic,eicosapentaenoic,erucic,docosapentaenoic,mono_saturated,poly_ saturated,vitamin_d,total_sugars,trans_fatty_acids,vitamin_a_re,mishtamesh_id,isoleucine,leucine,valine,lysine,threonine,methionine,phenylalanine,tryptophan,histidine,tyrosine,arginine,cystine,serine,kvutza_meyuhedet,shem_mitzrach_mekutzar,vitamin_k,pantothenic_acid,iodine,selenium,sugar_alcohols,choline,biotin,manganese,fructose
5,11825010,"מי גבינה, חומצי, נוזלי",,,1,0.75999999,0.090000004,5.119999886,24,0,93.41999817,0,103,0.079999998,10,78,143,48,0.430000007,0.003,7,0,0,0.100000001,0.041999999,0.140000001,0.079000004,0.041999999,2,0,0.180000007,1,0.057,0.004,0.001,0.001,0.002,0.001,0.008,0.025,0.01,0.018999999,0.003,0,0,0,0.004,0,0,0,0,0,0.025,0.004,,5.12,,2,13,0.038,0.072,0.038,0.065,0.038,0.014,0.025,0.016,0.015,0.019,0.021,0.014,0.035,,,0,0.381,,1.8,,16,,0.002,
10,56207228,"בורגול, מבושל עם שעועית לבנה ועגבניות",,,4,5.254734039,1.731351376,15.27007294,112.2690506,0,70.66042328,5.083417892,39.71782303,1.535481334,45.24497986,78.48911285,295.7700806,141.1714478,0.730220795,0.146844149,0.940424502,139.5965729,0.409579843,4.240276814,0.07784979,0.022406433,0.932687104,0.104610465,53.28452682,0,0,0,0.252494395,0,0,0.001852983,0,0,0.000279644,0.21775198,0.032605715,1.011033654,0.259499073,0.038574625,0,0,0.018360144,0,0.004221815,0,0,0,1.035326123,0.298079133,0,0.968709648,,12.99938869,12,0.212350503,0.382709563,0.252649158,0.277310789,0.194305301,0.077298582,0.264908701,0.067015544,0.134441048,0.14594312,0.28733182,0.078380503,0.265679747,,,4.468626976,0.267044038,,2.072840452,,14.97315216,,0.695157766,0.446344912
14,11000000,חלב אם,,,1,1.029999971,4.380000114,6.889999866,70,0,87.5,0,32,0.029999999,3,14,51,17,0.170000002,0.052000001,,7,0.079999998,5,0.014,0.035999998,0.177000001,0.011,5,5,0.050000001,14,2.009000063,0,0,0,0.063000001,0.256000012,0.32100001,0.91900003,0.293000013,1.475000024,0.374000013,0.052000001,0.026000001,0,0.128999993,0,0.039999999,0,0,0,1.657999992,0.497000009,0.1,6.89,,61,1,0.056,0.095,0.063,0.068,0.046,0.021,0.046,0.017,0.023,0.053,0.043,0.019,0.043,,,0.3,0.223,,1.8,,16,,0.026,
15,11111009,"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",,,3,3.299999952,3,4.599999905,60,0,87.09999847,0,100,0.029999999,9.937000275,83.47200012,131.1699982,50,0.368000001,0.025,149.5379944,6.461999893,0.064999998,0,0.046,0.167999998,0.088,0.035999998,4.968999863,5.041518211,0.446999997,9,1.799999952,0.068999998,0.068999998,0.068999998,0.068999998,0.071000002,0.273999989,0.764999986,0.337000012,0.75,0.111000001,0.068999998,0,0,0,0,0,0,0,0,0.75,0.180000007,1.2,4.6,,25.84615385,13,0.171,0.313,0.216,0.277,0.14,0.087,0.171,0.042,0.1,0.167,0.094,0.02,0.199,,,0.277,0.371,,3.677,,14.21,,0.004,0
17,11111029,"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן ",,,3,3,1,4.599999905,42,,87.69999695,1.700000048,180,0.027000001,10,86.36399841,136.3639984,40,0.381999999,0.009,202.0619965,2.062000036,0.01,0,0.017999999,0.167999998,0.085000001,0.034000002,4.545000076,5.076838493,0.426999986,4,0.652999997,0.025,0.018999999,0.013,0.028000001,0.029999999,0.093999997,0.296000004,0.129999995,0.257999986,0.030999999,0.004,0,0,0.017999999,0,0,0,0,0,0.286000013,0.035999998,0.8,4.6,,4,1,0.155,0.284,0.196,0.251,0.127,0.078,0.155,,0.09,0.151,0.085,0.018,0.181,,,0.103,0.328,,3,,16.091,,0.003,0
19,11111059,"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",,,3,3.200000048,3,4.599999905,58,0,85.69999695,1.5,180,0.028999999,9.81099987,82.41500092,129.5090027,40,0.363000005,0.025,149.5379944,6.461999893,0.064999998,0,0.045000002,0.165999994,0.086999997,0.035,4.906000137,6.109134197,0.442000002,10.5,1.799999952,0.068999998,0.068999998,0.068999998,0.068999998,0.071000002,0.273999989,0.764999986,0.337000012,0.75,0.111000001,0.068999998,0,0,0,0,0,0,0,0,0.75,0.180000007,1.2,4.6,,25.84615385,1,0.166,0.304,0.209,0.268,0.136,0.084,0.166,0.04,0.097,0.162,0.091,0.019,0.193,,,0.277,0.366,,3.63,,14.03,,0.004,0
20,11111069,"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",,,3,3,3,4.699999809,57,0,86.30000305,1,100,0.028999999,9.68599987,81.35800171,127.848999,40,0.35800001,0.024,149.5379944,6.461999893,1,0,0.045000002,0.164000005,0.086000003,0.035,4.842999935,5.753262043,0.43599999,11,1.799999952,0.068999998,0.068999998,0.068999998,0.068999998,0.071000002,0.273999989,0.764999986,0.337000012,0.75,0.111000001,0.068999998,0,0,0,0,0,0,0,0,0.75,0.180000007,0.7,4.7,,25.84615385,1,0.155,0.285,0.196,0.251,0.128,0.079,0.155,0.04,0.09,0.151,0.086,0.018,0.181,,,0.277,0.361,,3.584,,13.85,,0.004,0
25,11112219,"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",,,3,3.299999952,1,5.099999905,43,0,88.59999847,0,100,0.029999999,11.05300045,95.45500183,150.7180023,50,0.421999991,0.01,202.0619965,2.062000036,0.01,0,0.02,0.186000004,0.093000002,0.037,5.024000168,4.868276596,0.472000003,3,0.600000024,0.025,0.018999999,0.013,0.028000001,0.029999999,0.093999997,0.296000004,0.129999995,0.257999986,0.030999999,0.004,0,0,0.017999999,0,0,0,0,0,0.286000013,0.035999998,1.237,5.1,,63.97938144,1,0.17,0.312,0.215,0.276,0.14,0.086,0.17,0.043,0.099,0.166,0.094,0.02,0.199,,,0.103,0.363,,3.316,,17.785,,0.003,0
29,11113009,"משקה חלב בטעם וניל,3% שומן, טרה",,,3,2.5,3,12,85.80000305,0,80,0,109.6480026,0.254999995,12.28800011,97.36000061,160.6909943,46,0.388000011,0.061000001,588,6,0.059999999,0.851000011,0.035999998,0.157000005,0.119999997,0.039000001,4.725999832,4.858934402,0.301999986,9,1.700000048,0.071999997,0.041999999,0.024,0.057,0.063000001,0.224999994,0.782999992,0.527999997,0.813000023,0.071999997,0.033,0,0,0.054000001,0,0,0,0,0,0.899999976,0.104999997,3.3,9.9,,26,1,0.13,0.237,0.164,0.209,0.106,0.066,0.13,,0.076,0.127,0.072,0.015,0.15,,,0.3,0.285,22,1.796,,16.069,,0.073,
31,11114339,"חלב 2% שומן, כולל דל לקטוז, תנובה",,,3,3.200000048,2,4.900000095,51,0,88.5,0,100,0.029999999,9.75,81.93000031,128.6999969,44,0.360000014,0.02,243,10.5,0.109999999,0,0.050000001,0.170000002,0.089885056,0.037126437,4.885057449,4.885057449,0.439999998,6,1.200000048,0.109999999,0.109999999,0.109999999,0.119999997,0.449999988,1.24000001,0.550000012,1.220000029,0.180000007,0.109999999,0,0,0,0,0,0,0,0,0,1.220000029,0.289999992,0.95,4.6,0,69,1,0.17,0.31,0.21,0.27,0.14,0.09,0.17,0.04,0.1,0.16,0.09,0.02,0.2,,,0.45,0.36,,3.61,,13.9,,0,
32,11116000,חלב עזים 4% שומן,,,1,3.56,4.14,4.45,69,0,87.03,0,134,0.05,14,111,204,50,0.3,0.046,,7,0.07,1.3,0.048,0.138,0.277,0.046,1,1,0.07,11,2.667,0.128,0.093999997,0.096,0.26,0.124,0.325,0.911,0.441,0.977,0.109,0.04,0,0,0.082,0,0,0,0,0,1.109,0.149,1.3,4.45,,57,1,0.207,0.314,0.24,0.29,0.163,0.08,0.155,0.044,0.089,0.179,0.119,0.046,0.181,,,0.3,0.31,,1.4,,16,,0.018,
33,11116009,"חלב עזים 3.7% שומן, צוריאל",,,3,3,3.700000048,4.699999809,66,0,86.59999847,0,110,0.048,13.45800018,106.7040024,196.1049957,40,0.287999988,0.044,176.9570007,6.256000042,0.063000001,1.25,0.046,0.133000001,0.266000003,0.044,0.961000025,0.906002283,0.067000002,11,2.200000048,0.114,0.083999999,0.086000003,0.231999993,0.111000001,0.289999992,0.81400001,0.393999994,0.873000026,0.097000003,0.035999998,0,0,0.072999999,0,0,0,0,0,0.990999997,0.133000001,1.162,4.4,,41.30434783,13,0.174,0.265,0.202,0.244,0.137,0.067,0.131,0.037,0.075,0.151,0.1,0.039,0.153,,,0.268,0.298,,1.346,,15.381,,0.017,
34,11116010,חלב כבשים 7% שומן,,,1,6,7,5.400000095,108,,79.59999847,0,193,0.101000004,18.09499931,158.8359985,137.7250061,44,0.542999983,0.046,147,,,4.222000122,0.064999998,0.356999993,0.419,0.059999999,7.037000179,7,0.713999987,27,4.599999905,0.203999996,0.144999996,0.137999997,0.400000006,0.238999993,0.660000026,1.621999979,0.898999989,1.557999969,0.180999994,0.127000004,0,,0.128000006,,,,,,1.723999977,0.307999998,,4.45,,44,1,0.339,0.589,0.449,0.515,0.269,0.156,0.285,,0.168,0.282,0.199,0.035,0.494,,,,0.409,,1.709,,,,0.018,
35,11116020,חלב נאקות (גמלים),,,5,3.099999905,3,4.699999809,58,0,88.5,0,116,0.200000003,13,86,151,61,0.560000002,0.150000006,,,,1.899999976,,0.059999999,,,,0,,,,,,0.004,0.005,0.029999999,0.389999986,1.029999971,0.469999999,1.019999981,0.109999999,0.052999999,,,0.400000006,,,,0.022,,,,,4.7,,,1,,,,,,,,,,,,,,,,,,,,,,,,
36,11121100,"חלב מיובש, מלא, משוחזר",,,1,3.24000001,3.289999962,4.730000019,61,0,87.91000366,0,115,0.059999999,11,95,164,49,0.419999987,0.018999999,,7,0.07,1.100000024,0.035,0.148000002,0.079000004,0.037,5,5,0.400000006,12,2.059999943,0.107000001,0.029999999,0.033,0.072999999,0.075999998,0.347000003,0.925000012,0.351000011,0.762000024,0.057,0.025,0,0,0.147,0,0,0,0,0,0.975000024,0.082000002,1.3,4.73,,32,1,,,,,,,,,,,,,,,,0.3,,,2,,14.7,,,
37,11122300,"חלב מיובש דל שומן ,אבקה, ללא תוספת ויטמין A",,,1,35.09999847,0.720000029,52.18999863,358,0,3.960000038,0,1231,0.310000002,117,985,1705,549,4.409999847,0.041000001,15,1,0.01,5.599999905,0.412999988,1.743999958,0.890999973,0.344999999,50,50,3.99000001,18,0.469999999,0.026000001,0.006,0.007,0.017000001,0.013,0.078000002,0.219999999,0.079999998,0.156000003,0.017999999,0.011,0,0,0.021,0,0,0,0,0,0.189999998,0.029999999,0,52.19,,4,13,2.124,3.438,2.349,2.784,1.584,0.88,1.694,0.495,0.952,1.694,1.271,0.325,1.909,,,0,3.23,,27.3,,167.8,,0.02,
38,11122310,"מי גבינה מיובשים, אבקה, DRIED WHEY",,,1,11.72999954,0.540000021,73.44999695,339,0,3.50999999,0,2054,1.24000001,199,1349,2289,968,6.309999943,0.050000001,59,1,0,0.899999976,0.621999979,2.059999943,1.159999967,0.620000005,33,33,2.5,3,0.342000008,0.023,0.008,0.005,0.01,0.006,0.046,0.150000006,0.059999999,0.114,0.017999999,0.003,0,0,0.026000001,0,0,0,0,0,0.149000004,0.021,0,73.45,,17,13,0.581,1.116,0.579,1.008,0.59,0.221,0.386,0.241,0.23,0.3,0.327,0.211,0.541,,,0,5.632,,27.3,,225,,0.015,
39,11220100,"חלב מרוכז, ממותק, לא מדולל",,,1,7.91,8.7,54.4,321,0,27.16,0,284,0.19,26,253,371,127,0.94,0.015,267,14,0.16,2.6,0.09,0.416,0.21,0.051,11,,0.44,34,5.486,0.282,0.167,0.097,0.073,0.18,0.783,2.396,1.209,2.188,0.216,0.121,0,0,0.137,0,0,0,0,0,2.427,0.337,0.2,54.4,,74,13,0.479,0.775,0.529,0.627,0.357,0.198,0.382,0.112,0.214,0.382,0.286,0.073,0.43,,,,,,,,89.1,,,
40,11411109,"יוגורט 4.5% שומן, תנובה",,,3,3.299999952,4.5,3.5,68,0,86.69999695,0,120,0.041999999,10.0369997,79.45899963,129.6430054,50,0.493000001,0.008,137.0769958,6.922999859,0.082999997,0.418000013,0.024,0.119000003,0.063000001,0.027000001,5.855000019,6.169491291,0.308999985,13.5,2.700000048,0.133000001,0.090999998,0.057999998,0.128999993,0.153999999,0.474999994,1.226999998,0.43900001,1.029000044,0.090000004,0.037,0,0,0.097999997,0,0,0,0,0,1.235999942,0.127000004,0.138,3.5,,37.38461538,13,0.18,0.333,0.273,0.296,0.135,0.097,0.18,0.02,0.082,0.166,0.099,0.03,0.204,,,0.277,0.325,,1.84,,12.713,,0.003,
41,11411119,"יוגורט ביו 3% שומן, תנובה",,,3,4.400000095,3,4.599999905,65,0,85,1,130,0.055,13.2840004,105.1660004,171.5870056,54,0.652999997,0.01,91.38500214,4.614999771,0.055,0.55400002,0.032000002,0.157000005,0.082999997,0.035,7.749000072,10.28248596,0.409999996,11.69999981,1.899999976,0.089000002,0.061000001,0.039000001,0.086000003,0.101999998,0.317000002,0.818000019,0.293000013,0.68599999,0.059999999,0.025,0,0,0.066,0,0,0,0,0,0.824000001,0.085000001,0.092,4.6,,24.92307692,13,0.24,0.444,0.364,0.394,0.18,0.129,0.24,0.03,0.109,0.222,0.132,0.041,0.273,,,0.185,0.431,,2.435,,16.827,,0.004,
43,11411149,"יוגורט, 1.5% שומן, שלי, ריוויון , תנובה",,,3,3.599999905,1.5,5,48,0,87,0,110,0.055,11.89400005,75.02100372,164.6809998,60,0.219999999,0.007,43.5,2.25,0.082999997,1.371999979,0.046,0.192000002,0.090999998,0.027000001,5.488999844,4.834951401,0.338999987,6,0.899999976,0.046,0.029999999,0.015,0.037999999,0.046,0.151999995,0.393999994,0.181999996,0.379000008,0.029999999,0.023,0,0,0.029999999,0,0,0,0,0,0.432000011,0.052999999,0,5,,12,1,0.186,0.341,0.235,0.301,0.154,0.094,0.186,0.052,0.109,0.182,0.103,0.022,0.217,,,0.075,,,2.104,,14.638,,,
45,11411219,"יוגורט של פעם 3% שומן, השומרון",,,3,4,3,7,71,0,84,0,135,0.068,16.271,128.814,210.169,50,0.8,0.012,121.846,6.154,0.074,0.678,0.039,0.193,0.102,0.043,9.492,,0.502,9,1.8,0.118,0.081,0.052,0.114,0.137,0.422,1.09,0.39,0.914,0.08,0.033,0,0,0.087,0,0,0,0,0,1.099,0.113,,,,33.231,1,0.21784897,0.402745995,0.331350114,0.358810069,0.163844394,0.118077803,0.21784897,0.022883295,0.098855835,0.20228833,0.120823799,0.036613272,0.24805492,,,,,,,,,,,
46,11411229,"יוגורט 1.9% שומן  עם גרנולה ופירות ,פרילי טבע, תנובה",,,3,2.900000095,1.899999976,17.39999962,98,0,77.7542572,0.295582086,150,0.136655897,13.51035404,88.62517548,139.288269,40,0.442813933,0.02383405,160.8453674,18.33148193,0.094183087,0.093184084,0.028549921,0.161758199,0.154912248,0.036922976,5.318499565,,0.388663679,2.774129391,0.594967782,0.023347264,0.016079601,0.011418906,0.024660697,0.026472736,0.086619601,0.300081402,0.128633037,0.368356019,0.207815215,0.006665771,1.04E-05,0,0.020355821,0,0.000280597,0,0,0,0.399178624,0.215385064,1.026467681,16.4,0,53.33283997,1,0.151437312,0.277077407,0.19116129,0.238415524,0.124925077,0.076029353,0.15316169,0.005658806,0.088016912,0.14528358,0.102292143,0.022956617,0.177411541,,,0.162613928,0.318427563,0,3.356930971,0,15.35577965,0,0.066814527,0.292487562
48,11411249,"יוגורט ביו  3% שומן,דנונה, שטראוס",,,3,5.2,3,4.5,70,0,84.30000305,0.899999976,165,0.059999999,14.46500015,114.5139999,186.8390045,48,0.711000025,0.011,91.38500214,4.614999771,0.055,0.602999985,0.035,0.171000004,0.090000004,0.039000001,8.437999725,9.096045494,0.44600001,11.3,2,0.089000002,0.061000001,0.039000001,0.086000003,0.101999998,0.317000002,0.818000019,0.293000013,0.68599999,0.059999999,0.025,0,0,0.066,0,0,0,0,0,0.824000001,0.085000001,0.092,4.5,0,24.92307692,13,0.267,0.494,0.405,0.439,0.201,0.144,0.267,0.03,0.121,0.247,0.147,0.045,0.304,,,0.185,0.469,,2.652,,18.322,,0.005,
50,11411279,"יוגורט ביו 3%, תות/אפרסק/שזיף/מנגו",,,3,3.799999952,3,18.20000076,115,0,73,0,100,0.135000005,32.47200012,257.072998,419.4339905,54.40000153,1.597000003,0.024,91.38500214,4.614999771,0.055,1.353000045,0.078000002,0.384000003,0.202999994,0.086999997,18.94199944,8.582182884,1.001000047,9.300000191,1.899999976,0.089000002,0.061000001,0.039000001,0.086000003,0.101999998,0.317000002,0.818000019,0.293000013,0.68599999,0.059999999,0.025,0,0,0.066,0,0,0,0,0,0.824000001,0.085000001,0.092,18.2,,25.92592593,1,0.207,0.383,0.314,0.341,0.156,0.112,0.207,0.02,0.094,0.192,0.114,0.035,0.235,,,0.185,1.053,,5.953,,41.132,,0.011,
51,11411289,"יוגורט פרי דיאט 0% פירות יער, דובדבן, מיקס פירות טרופי ",,,3,4.800000191,0,4.900000095,40,0,88.19999695,2.2,150,0.028999999,6.212999821,49.28699875,80.76399994,40,0.305999994,0.033,3.332999945,0.185000002,0.002,0.289999992,0.015,0.074000001,0.039000001,0.017000001,3.727999926,10.46199703,0.194999993,1.200000048,0.100000001,0.003,0.002,0.001,0.003,0.003,0.011,0.027000001,0.01,0.023,0.002,0.001,0,0,0.002,0,0,0,0,0,0.028000001,0.003,0,4.7,,1.25,13,0.261,0.483,0.398,0.431,0.197,0.142,0.261,0.025,0.119,0.243,0.145,0.044,0.298,,,0.009,0.203,,1.284,,5.798,,0.027,
52,11411299,"יוגורט ביו 1.5% שומן,דנונה, שטראוס",,,3,4.900000095,1.5,5,53,0,85.59999847,1,130,0.064000003,13.69400024,115.9970016,188.4949951,47,0.717000008,0.01,49.35499954,1.934999943,0.028999999,0.643999994,0.035,0.172000006,0.092,0.039000001,8.861000061,9.70104599,0.451000005,5.800000191,1,0.045000002,0.030999999,0.018999999,0.043000001,0.050999999,0.158000007,0.407999992,0.145999998,0.342999995,0.029999999,0.013,0,0,0.033,0,0,0,0,0,0.412,0.043000001,0,5,,13.5483871,1,0.267,0.494,0.405,0.44,0.202,0.145,0.267,0.03,0.121,0.247,0.147,0.045,0.303,,,0.194,0.476,,2.658,,12.244,,0.003,
54,11411319,"יוגורט, אקטיביה דיאט 0% שומן טבעי, פטל אוכמניות, שזיף מיובש",,,3,4.199999809,0,5,37,0,87.69999695,1.100000024,130,0.027000001,5.892000198,46.74599838,76.60099792,90,0.291000009,0.030999999,0,0,0,0.275000006,0.015,0.07,0.037,0.016000001,3.535000086,6.117908955,0.185000002,0.899999976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,1.590909091,13,0.229,0.423,0.348,0.377,0.172,0.124,0.229,0.03,0.104,0.212,0.127,0.038,0.26,,,0,0.192,,1.218,,5.5,,0.026,
55,11411329,"יוגורט 1.5% שומן, אקטיביה, בטעם שזיף מיובש/פרי יבש/תות/אפרסק/פטל/גרנולה, דנונה",,,3,3.700000048,1.5,16,93,,75.80000305,1,130,0.059,13.43599987,111.6839981,181.3809967,80,0.68900001,0.067000002,63.83000183,,,0.588,0.034000002,0.165999994,0.088,0.037999999,8.397000313,9.146590233,0.437000006,4.5,1,0.045000002,0.030999999,0.018999999,0.043000001,0.050999999,0.158999994,0.409000009,0.145999998,0.342999995,0.029999999,0.013,0,,0.033,,,,,,0.412,0.043000001,,16,,,13,0.202,0.373,0.306,0.332,0.152,0.109,0.202,0.027,0.091,0.187,0.111,0.033,0.229,,,,0.457,,2.603,,,,0.055,
56,11411339,"יוגורט 0% שומן, יופלה, טבעי",,,3,5.5,0,3.700000048,37,,87.80000305,1,130,0.061999999,13.03499985,107.7109985,174.9440002,55,0.665000021,0.01,0,0,0,0.616999984,0.033,0.160999998,0.085000001,0.035999998,8.232999802,9.207773209,0.418000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,,0,13,0.3,0.554,0.455,0.493,0.226,0.162,0.3,0.03,0.136,0.277,0.165,0.05,0.341,,,0,0.44,,2.47,,10.428,,0.003,
57,11411349,"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",,,3,2.900000095,3.5,4.5,61,0,87.16477966,0.179192558,88,0.546066225,14.57380962,84.63540649,163.9068298,280,0.387018651,0.032348864,139.3211212,7.630227566,0.152567282,0.715527952,0.04899586,0.160869569,0.113685302,0.055160455,5.357246399,6.090395451,0.41645962,10.5,2.299999952,0.06428571,0.06428571,0.06428571,0.064287782,0.066149071,0.255383015,0.735586941,0.324880958,1.018458605,0.202126294,0.111702897,0,0,0.00110766,0,0.00681677,0,0,0,1.026388168,0.313777447,1.118012428,4.358178139,0,28.28316689,1,0.160162523,0.293227762,0.202164605,0.259651154,0.131218433,0.081755698,0.161110774,0.000430642,0.0933882,0.155777439,0.089838512,0.019063147,0.186894417,,,1.00155282,0.358691514,0,3.445652246,0,13.55921364,0,0.050126296,0.038819876
58,11411359,"יוגורט 5% שומן, מחלב בופאלו",,,3,3.799999952,5,4,78,0,82.80184937,0,148,0.121749997,31.27000046,120.2949982,183.7599945,66,0.235599995,0.04617,177.1100006,0.275000006,0.0029,2.331500053,0.053155001,0.140349999,0.093774997,0.024395,6.15500021,6.929999828,0.374450028,4.5,3.299999952,0.278950006,0.153434992,0.071990006,0.143275008,0.169234991,0.713585019,2.026614904,0.692855,1.589129925,0.071950004,0.076639995,0,0,0.147270009,0,0,0,0,0,1.817684889,0.148595005,0.052499998,0.2,0,54.02500153,1,0.209944993,0.377059996,0.226714998,0.289034992,0.187030002,0.099815004,0.167545006,0.054590002,0.081179999,0.188439995,0.118194997,0.048974998,0.233024999,,,0.011,0.202395007,0,0.081500001,0,0.596499979,0,0.01811,0
61,11411399,"משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",,,3,2.900000095,0.200000003,5.099999905,34,0,87.80000305,2,100,0.054000001,11.33500004,93.66100311,152.125,45,0.578999996,0.009,7.777999878,0,0,0.537,0.028999999,0.140000001,0.074000001,0.032000002,7.15899992,6.117908955,0.363999993,0.899999976,0.100000001,0.006,0.004,0.002,0.006,0.007,0.021,0.054000001,0.02,0.046,0.004,0.001,0,0,0.004,0,0,0,0,0,0.054000001,0.006,0,5.1,,1.590909091,1,0.158,0.292,0.24,0.26,0.119,0.086,0.158,,0.072,0.146,0.087,0.026,0.18,,,0.222,0.382,,2.148,,9.068,,0.003,
62,11411409,יוגורט 3% שומן תנובה,,,3,4.699999809,3,4.699999809,65,0,85.59999847,0,145,0.057999998,13.875,109.8399963,179.2129974,28,0.681999981,0.01,91.38500214,4.614999771,0.055,0.578000009,0.034000002,0.164000005,0.086999997,0.037,8.093000412,8.225988388,0.428000003,9,1.899999976,0.089000002,0.061000001,0.039000001,0.086000003,0.101999998,0.317000002,0.818000019,0.293000013,0.68599999,0.059999999,0.025,0,0,0.066,0,0,0,0,0,0.824000001,0.085000001,0.092,4.7,,24.92307692,13,0.256,0.474,0.389,0.421,0.192,0.138,0.256,0.03,0.116,0.237,0.141,0.043,0.291,,,0.185,0.45,,2.544,,17.574,,0.005,
63,11411419,"משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",,,3,2.900000095,1.799999952,17,96,0,76.30000305,0,100,0.129999995,27.52599907,233.1649933,378.8930054,45,1.440999985,0.021,59.22600174,2.322999954,0.035,1.294999957,0.071000002,0.347000003,0.185000002,0.079000004,17.81100082,6.671186447,0.907000005,7.099999905,1.100000024,0.052999999,0.037,0.023,0.050999999,0.061999999,0.188999996,0.49000001,0.174999997,0.411000013,0.035999998,0.015,0,0,0.039000001,0,0,0,0,0,0.495000005,0.050999999,0,17,,10.625,1,0.158,0.292,0.24,0.26,0.119,0.086,0.158,,0.072,0.146,0.087,0.027,0.18,,,0.232,0.957,,5.343,,24.612,,0.006,
67,11411459,"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",,,3,3.9,0,5.5,38,0,86.4,2.2,140,0.153,14.54,60.34,123.225,80,0.411,0.076,0,0,0,0,0.017,0.078,0.081,0.017,4.362,,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,,2.5,1,0.21784897,0.402745995,0.322386935,0.349824121,0.159723618,0.114648241,0.212638191,0.021557789,0.09701005,0.196959799,0.11758794,0.035276382,0.241055276,,,0,,,2.544,,5.525,,,
68,11411469,"יוגורט 3.9% שומן, מחלב עזים, צוריאל",,,3,3.494400024,3.900000095,6.300000191,74.68000031,0,85.26719666,0.600000024,200,0.080800004,13.76000023,108.9300003,200.0200043,50,0.299300015,0.04978,0.029999999,6.860000134,0.068599999,1.273999929,0.047120001,0.135839999,0.271510005,0.04518,0.99000001,0.849377096,0.068599999,11.69999981,2.299999952,0.125440001,0.092119999,0.094080001,0.254799992,0.121529996,0.31851998,0.893270016,0.432250023,0.957740009,0.107790001,0.039349999,0,0,0.080370001,0,0,0,0,0,1.087080002,0.147170007,1.274000049,4.361000061,0,55.86000061,13,0.202959999,0.308079988,0.235339999,0.284260005,0.159830004,0.07846,0.152030006,0.043129999,0.087300003,0.175520003,0.116740003,0.045139998,0.177499995,,,0.294,0.304899991,0,1.399999976,0,15.68400002,0,0.01887,0
69,11411479,"משקה יוגורט ביו 0%, תות, אננס,טרה",,,3,3.2,0.1,6.5,40,0,87.2,1,122,0.158,15.004,62.266,127.158,85,0.424,0.078,0,0,0,0,0.018,0.081,0.084,0.018,4.501,,0.188,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,,9.333,1,0.21784897,0.402745995,0.444081633,0.481088435,0.219863946,0.157823129,0.292789116,0.03047619,0.132789116,0.271020408,0.161088435,0.048979592,0.331972789,,,0,,,2.626,,5.701,,,
70,11411489,"משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",,,3,3.099999905,1.5,17.20000076,94,0,76.19999695,0,146.2359924,0.061000001,13.84500027,115.0849991,186.9049988,42.5,0.709999979,0.068999998,63.83000183,,,0.606000006,0.035,0.171000004,0.090999998,0.039000001,8.652999878,7.084745884,0.449999988,5.599999905,1,0.045000002,0.030999999,0.018999999,0.043000001,0.050999999,0.158999994,0.409000009,0.145999998,0.342999995,0.029999999,0.013,0,,0.033,,,,,,0.412,0.043000001,,17.2,,9.375,1,0.169,0.313,0.256,0.278,0.128,0.091,0.169,,0.077,0.156,0.093,0.028,0.192,,,,0.471,,2.682,,,,0.056,
